SkadeNr SkadeAr avvikling antallskader SkadeEstimat Regress UtbetaltBelop RBNS
3810203-2 2014 0 1 0.00 0.00 0.00 0.00
3813935-3 2014 0 1 10000.00 0.00 0.00 10000.00
3818438-2 2013 1 1 2741.00 0.00 -2741.00 0.00
3819990-2 2013 1 1 0.00 0.00 0.00 0.00
3823730-3 2014 0 1 1.00 0.00 0.00 1.00
3826684-2 2014 0 1 15001.00 0.00 0.00 15001.00
3828529-5 2014 1 1 10001.00 0.00 0.00 10001.00
3830716-5 2014 0 1 200000.00 0.00 -14311.00 185689.00
3830716-5 2014 1 0 0.00 0.00 -15000.00 -15000.00
3836553-3 2014 0 1 10000.00 0.00 0.00 10000.00
3842172-3 2013 1 1 0.00 0.00 0.00 0.00
3843919-2 2013 0 0 100000.00 0.00 0.00 100000.00
3843919-2 2013 1 1 -30473.00 0.00 -69527.00 -100000.00
3847020-3 2014 0 1 0.00 0.00 0.00 0.00
3847020-4 2014 0 1 0.00 0.00 0.00 0.00
3849083-5 2014 0 1 20000.00 0.00 0.00 20000.00
3851099-3 2014 0 1 15001.00 0.00 0.00 15001.00
3862316-3 2014 0 0 100245.00 0.00 -17245.00 83000.00
3862316-3 2014 1 1 -78200.00 0.00 -4800.00 -83000.00
3868170-2 2014 0 1 0.00 0.00 0.00 0.00
3868170-3 2014 0 1 0.00 0.00 0.00 0.00
3870105-4 2014 0 1 15001.00 0.00 -834.00 14167.00
3871174-2 2014 0 1 15001.00 0.00 0.00 15001.00
3881155-2 2014 0 1 15001.00 0.00 0.00 15001.00
3881155-2 2014 1 0 -15001.00 0.00 0.00 -15001.00
3881155-3 2014 0 1 15001.00 0.00 0.00 15001.00
3881155-3 2014 1 0 -15001.00 0.00 0.00 -15001.00
3881155-4 2014 0 0 15001.00 0.00 0.00 15001.00
3881155-4 2014 1 1 25000.00 0.00 0.00 25000.00
3881284-5 2013 1 1 2040.00 0.00 -2040.00 0.00
3881284-6 2013 1 1 0.00 0.00 0.00 0.00
3881284-7 2013 1 1 0.00 0.00 0.00 0.00
3881668-4 2014 0 1 1304.00 0.00 -1304.00 0.00
3882497-2 2014 0 1 4136.00 0.00 -4136.00 0.00
3886786-3 2014 0 1 527.00 0.00 -527.00 0.00
3889470-3 2014 0 1 0.00 0.00 0.00 0.00
3899945-7 2015 0 1 1.00 0.00 0.00 1.00
3904737-2 2013 1 0 50000.00 0.00 -7400.00 42600.00
3904737-2 2013 2 1 0.00 0.00 -1285.00 -1285.00
3905636-2 2014 0 1 0.00 0.00 0.00 0.00
3912601-2 2014 0 1 3500.00 0.00 -3500.00 0.00
3915293-2 2014 0 1 15001.00 0.00 0.00 15001.00
3917918-2 2014 0 1 40001.00 0.00 0.00 40001.00
3917918-2 2014 1 0 -1.00 0.00 0.00 -1.00
3921331-5 2014 0 1 0.00 0.00 0.00 0.00
3921331-6 2014 0 1 0.00 0.00 0.00 0.00
3923032-2 2014 1 1 15001.00 0.00 0.00 15001.00
3926066-6 2014 0 1 40000.00 0.00 0.00 40000.00
3928093-2 2014 0 1 50000.00 0.00 -8188.00 41812.00
3928093-3 2014 0 1 50000.00 0.00 -23508.00 26492.00
3931109-2 2014 0 1 1.00 0.00 0.00 1.00
3931109-2 2014 1 0 -1.00 0.00 0.00 -1.00
3939188-2 2014 0 1 5000.00 0.00 -5000.00 0.00
3945691-3 2014 0 1 1.00 0.00 0.00 1.00
3950759-5 2014 0 1 15001.00 0.00 0.00 15001.00
3961161-2 2014 0 1 0.00 0.00 0.00 0.00
3967071-3 2013 1 1 1450.00 0.00 -1450.00 0.00
3967182-2 2014 0 1 284.00 0.00 -284.00 0.00
3968328-6 2014 0 1 0.00 0.00 0.00 0.00
3969607-2 2014 0 1 100000.00 0.00 -11854.00 88146.00
3969607-2 2014 1 0 0.00 0.00 -8520.00 -8520.00
3969941-4 2014 0 1 15001.00 0.00 0.00 15001.00
3970661-4 2014 0 1 1220.00 0.00 -1220.00 0.00
3981140-3 2014 0 1 15001.00 0.00 0.00 15001.00
3981253-2 2014 1 1 250000.00 0.00 -6632.00 243368.00
3981253-3 2014 1 1 250000.00 0.00 -7231.00 242769.00
3981589-12 2014 0 1 80000.00 0.00 -22085.00 57915.00
3989697-6 2014 0 1 100000.00 0.00 -13846.30 86153.70
3989697-6 2014 1 0 0.00 0.00 -1285.00 -1285.00
3991943-2 2014 1 1 100000.00 0.00 -739.00 99261.00
3991943-3 2014 1 1 100000.00 0.00 -320.00 99680.00
3996214-3 2014 0 1 1.00 0.00 0.00 1.00
4002096-1 2014 0 1 3180.00 0.00 -3180.00 0.00
4002096-2 2014 0 1 3065.00 0.00 -3065.00 0.00
4002922-2 2014 0 0 0.00 0.00 -2260.00 -2260.00
4002922-2 2014 1 1 2260.00 0.00 0.00 2260.00
4007094-2 2014 0 1 6000.00 0.00 -6000.00 0.00
4007684-2 2014 0 1 1.00 0.00 0.00 1.00
4008011-2 2014 0 1 0.00 0.00 0.00 0.00
4010352-2 2014 0 0 40000.00 0.00 0.00 40000.00
4010352-2 2014 1 1 0.00 0.00 -1285.00 -1285.00
4012348-1 2014 0 1 235.00 0.00 -235.00 0.00
4012348-2 2014 0 1 18025.00 0.00 -18025.00 0.00
4014597-4 2014 0 1 1.00 0.00 0.00 1.00
4015301-6 2014 0 1 15001.00 0.00 -4452.00 10549.00
4028790-2 2014 0 1 15001.00 0.00 0.00 15001.00
4034630-3 2014 0 1 15001.00 0.00 0.00 15001.00
4037594-2 2014 0 1 6400.00 0.00 -6400.00 0.00
4047806-2 2014 0 1 0.00 0.00 0.00 0.00
4054323-2 2014 0 1 830.00 0.00 -830.00 0.00
4064395-4 2014 0 1 23063.00 0.00 -23063.00 0.00
4068480-2 2014 0 0 1.00 0.00 0.00 1.00
4068480-2 2014 1 1 15000.00 0.00 0.00 15000.00
4071941-2 2014 1 1 40000.00 0.00 0.00 40000.00
4073244-5 2015 0 1 564.00 0.00 -564.00 0.00
4079460-2 2014 0 1 15001.00 0.00 0.00 15001.00
4081474-2 2014 0 1 50000.00 0.00 -5900.00 44100.00
4098654-2 2014 0 1 1.00 0.00 0.00 1.00
4099554-2 2014 0 1 0.00 0.00 0.00 0.00
4103643-2 2014 0 1 40000.00 0.00 -3202.00 36798.00
4108628-6 2014 0 1 2450.00 0.00 -2450.00 0.00
4114784-2 2014 0 1 1.00 0.00 0.00 1.00
4118648-2 2014 0 1 0.00 0.00 0.00 0.00
4122371-2 2014 0 1 48160.00 0.00 -48160.00 0.00
4126121-3 2014 0 1 50000.00 0.00 -1285.00 48715.00
4126121-3 2014 1 0 0.00 0.00 -720.00 -720.00
4126121-4 2014 0 1 100000.00 0.00 -1265.00 98735.00
4126121-5 2014 0 1 170000.00 0.00 -22446.00 147554.00
4126121-6 2014 0 1 40001.00 0.00 0.00 40001.00
4126121-6 2014 1 0 -40001.00 0.00 0.00 -40001.00
4126842-3 2014 0 0 15001.00 0.00 0.00 15001.00
4126842-3 2014 1 1 24999.00 0.00 -10000.00 14999.00
4129852-3 2014 0 1 1.00 0.00 0.00 1.00
4137106-2 2014 0 1 15001.00 0.00 0.00 15001.00
4137106-2 2014 1 0 -15001.00 0.00 0.00 -15001.00
4146785-2 2014 0 1 1675.00 0.00 -1675.00 0.00
4146785-3 2014 0 1 0.00 0.00 0.00 0.00
4149637-2 2014 0 1 15001.00 0.00 0.00 15001.00
4149637-3 2014 0 1 15001.00 0.00 0.00 15001.00
4152278-3 2014 0 0 15001.00 0.00 0.00 15001.00
4152278-3 2014 1 1 -15001.00 0.00 0.00 -15001.00
4153037-2 2014 0 1 15001.00 0.00 0.00 15001.00
4153037-3 2014 0 1 40000.00 0.00 0.00 40000.00
4155586-4 2014 0 1 15001.00 0.00 0.00 15001.00
4160207-2 2014 0 1 10001.00 0.00 0.00 10001.00
4163397-2 2014 0 1 15001.00 0.00 0.00 15001.00
4172613-3 2015 0 1 40001.00 0.00 0.00 40001.00
4172613-4 2015 0 1 40001.00 0.00 0.00 40001.00
4202559-2 2015 0 1 15001.00 0.00 0.00 15001.00
4202559-3 2015 0 1 15001.00 0.00 0.00 15001.00
4213121-7 2014 0 1 750.00 0.00 -750.00 0.00
4229965-2 2014 1 1 15001.00 0.00 0.00 15001.00
4230204-3 2014 0 1 200000.00 0.00 0.00 200000.00
4235651-2 2014 0 1 40001.00 0.00 0.00 40001.00
4235651-2 2014 1 0 -1.00 0.00 0.00 -1.00
4235758-2 2014 0 0 15001.00 0.00 0.00 15001.00
4235758-2 2014 1 1 -15001.00 0.00 0.00 -15001.00
4240882-2 2014 0 1 15001.00 0.00 0.00 15001.00
4240882-3 2014 0 1 15001.00 0.00 0.00 15001.00
4246194-2 2014 0 1 15001.00 0.00 0.00 15001.00
4247901-6 2014 0 1 15001.00 0.00 0.00 15001.00
4249548-3 2014 1 1 15001.00 0.00 0.00 15001.00
4249548-4 2014 1 1 15001.00 0.00 0.00 15001.00
4252440-2 2014 1 1 40000.00 0.00 0.00 40000.00
4252833-2 2014 0 1 0.00 0.00 -640.00 -640.00
4252833-3 2014 0 1 1.00 0.00 0.00 1.00
4257224-3 2015 0 1 15001.00 0.00 0.00 15001.00
4262491-5 2014 1 1 15001.00 0.00 -3397.00 11604.00
4263727-2 2014 0 0 40000.00 0.00 0.00 40000.00
4263727-2 2014 1 1 -40000.00 0.00 0.00 -40000.00
4263727-3 2014 1 1 6000.00 0.00 -6000.00 0.00
4269075-2 2014 0 1 1.00 0.00 0.00 1.00
4269075-3 2014 0 1 1.00 0.00 0.00 1.00
4271334-2 2014 0 1 40001.00 0.00 0.00 40001.00
4271334-2 2014 1 0 -1.00 0.00 0.00 -1.00
4271575-2 2015 0 1 15001.00 0.00 0.00 15001.00
4271575-3 2015 0 1 15001.00 0.00 0.00 15001.00
4280561-8 2014 0 1 1.00 0.00 0.00 1.00
4281031-2 2014 0 0 200000.00 0.00 0.00 200000.00
4281031-2 2014 1 1 0.00 0.00 -16310.00 -16310.00
4282419-2 2014 0 1 15001.00 0.00 0.00 15001.00
4290345-2 2014 1 1 0.00 0.00 -693.00 -693.00
4299059-5 2014 1 1 1500.00 0.00 -1500.00 0.00
4302910-2 2014 0 1 100000.00 0.00 0.00 100000.00
4307923-2 2014 0 1 15001.00 0.00 0.00 15001.00
4307923-3 2014 1 1 80000.00 0.00 0.00 80000.00
4339819-2 2014 1 1 15001.00 0.00 -1080.00 13921.00
4339819-3 2014 1 1 15001.00 0.00 0.00 15001.00
4355041-2 2015 0 1 40001.00 0.00 0.00 40001.00
4374876-2 2014 0 1 15001.00 0.00 0.00 15001.00
4374876-2 2014 1 0 24999.00 0.00 -1896.50 23102.50
4376267-3 2015 0 1 15001.00 0.00 0.00 15001.00
4376267-4 2015 0 1 15001.00 0.00 0.00 15001.00
4383575-7 2014 0 1 15001.00 0.00 0.00 15001.00
4383575-7 2014 1 0 25000.00 0.00 -3670.00 21330.00
4390828-2 2015 0 1 1.00 0.00 0.00 1.00
4413763-2 2015 0 1 15001.00 0.00 0.00 15001.00
4426723-2 2015 0 1 15001.00 0.00 0.00 15001.00
4426723-3 2015 0 1 15001.00 0.00 0.00 15001.00
4434841-3 2014 0 1 0.00 0.00 0.00 0.00
4434841-4 2014 0 0 50000.00 0.00 0.00 50000.00
4434841-4 2014 1 1 -40000.00 0.00 0.00 -40000.00
4434841-5 2014 0 1 50000.00 0.00 0.00 50000.00
4434841-5 2014 1 0 -40000.00 0.00 0.00 -40000.00
4434841-6 2014 0 0 50000.00 0.00 0.00 50000.00
4434841-6 2014 1 1 -40000.00 0.00 0.00 -40000.00
4434841-7 2014 0 1 50000.00 0.00 0.00 50000.00
4434841-7 2014 1 0 -40000.00 0.00 0.00 -40000.00
4440315-2 2015 0 1 200000.00 0.00 0.00 200000.00
4442200-4 2014 1 1 15001.00 0.00 0.00 15001.00
4444462-3 2014 1 1 15001.00 0.00 0.00 15001.00

